orgnr,latest_year,score,revenue,result,equity,balance,receivables,liquidity,short_term_debt,reasons,match_status,matched_orgnr,bolag_namn,kontakt_telefon,kontakt_email,webbplats,kontakt_kalla,kontakt_url
5568126063,2025,93,16720110.0,3079760.0,3920553.0,7207637.0,1219180.0,0.0,1994767.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5568126063,Fagersta Entreprenad AB,,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/fagersta-entreprenad-ab-aqzfimoqr
5565242764,2025,93,23657906.0,2523355.0,5066929.0,11652140.0,3989440.0,0.0,6138892.0,Omsättning stark; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning acceptabel; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5565242764,Isab i Skellefteå AB,+46910 311 00,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/isab-i-skelleftea-ab-faacmuvhi
5569409583,2025,93,7119306.0,1358679.0,1999826.0,3325335.0,954680.0,0.0,1325509.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5569409583,Reklam och Grafiska i Kiruna AB,+4672 200 84 36,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/reklam-och-grafiska-i-kiruna-ab-ccgrxfcqr
5565264214,2025,93,8691134.0,224982.0,6515059.0,16556508.0,858702.0,0.0,1633171.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5565264214,Lingvide Gård & Snickeri AB,,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/lingvide-gard-och-snickeri-ab-jacgbyang
5590081104,2025,93,7799381.0,549788.0,2059786.0,4170539.0,912760.0,0.0,1840752.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5590081104,Klimatservice Sverige AB,008110401,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/klimatservice-sverige-ab-motecoud
5564112976,2025,93,13401969.0,4143090.0,13818408.0,27232453.0,708787.0,0.0,3891555.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5564112976,Bröderna Norén AB,+4673 502 70 30,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/broderna-noren-ab-nppyyiopx
5562454875,2025,93,14283840.0,2759890.0,5740315.0,11071101.0,1907462.0,0.0,2906786.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5562454875,4R Ekonomi AB,+46525 292 45,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/4r-ekonomi-ab-nsudiijjp
5569798431,2025,93,9260618.0,2496558.0,3825157.0,5600116.0,530355.0,0.0,770794.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5569798431,Vbr Service AB,0500-50 21,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/vbr-service-ab-kmqvyilng
5566572953,2025,93,13884752.0,1137202.0,7984056.0,12329984.0,1840884.0,0.0,3542928.0,Tillräcklig omsättning; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5566572953,Tk Fasadputs AB,070-555 48,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/tk-fasadputs-ab-cnqxxjan
5569679037,2025,93,36249416.0,5958272.0,5764993.0,16348395.0,5308645.0,0.0,6753749.0,Omsättning stark; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning acceptabel; Likviditet saknas; Kundfordringar i rimlig nivå,verified,5569679037,Fingerprint Sweden AB,,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/fingerprint-sweden-ab-jaklpsxak
5565075263,2025,90,38645500.0,40123535.0,140615016.0,190755593.0,0.0,0.0,8140577.0,Omsättning stark; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas,verified,5565075263,Arandar AB,07526301,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/arandar-ab-fimgbxang
5569739120,2025,90,21047161.0,3126671.0,6039950.0,120216066.0,6653.0,0.0,4943416.0,Omsättning stark; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas,verified,5569739120,Bostads AB Forspiren,,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/bostads-ab-forspiren-mtxjouux
5564409893,2025,90,36588599.0,11095881.0,65369324.0,139738230.0,140910.0,0.0,7188864.0,Omsättning stark; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas,no_verified_profile,,,,,,hitta.se,https://www.hitta.se/verksamhet/nilpat-ab-lcnnppy?revealNumber=4641045856
5569741662,2025,90,22953461.0,2028874.0,15125072.0,22015044.0,0.0,0.0,6873732.0,Omsättning stark; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas,verified,5569741662,Wym Habib AB,+4611 880 45,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/wym-habib-ab-cqtdklmqr
5568971054,2024,90,224945605.0,20591996.0,98064919.0,141137194.0,2085000.0,0.0,24272275.0,Omsättning stark; Positivt resultat; Positivt eget kapital; Balans finns; Skuldsättning hanterbar; Likviditet saknas,verified,5568971054,Luxurywatches Stockholm AB,+468 612 10 88,,hitta.se,hitta.se,https://www.hitta.se/verksamhet/luxurywatches-stockholm-ab-hmnnggpx
